,Unnamed: 0,abstract,date,desk,headline,id,locations,section,snippet,source,subjects,type,url,word_count
69,69,"b'Adis Medunjanin, 28, who was convicted of plotting with two friends to carry out a coordinated suicide attack on New York City subways, was sentenced to life in prison on Friday.'",2012-11-17,Metro,b'Man Convicted of a Terrorist Plot to Bomb Subways Is Sent to Prison for Life',nyt://article/690246ff-dcba-5b5a-b1dc-7249c43a20d5,['New York City'],New York,"b'Adis Medunjanin, 28, who was convicted of plotting with two friends to carry out a coordinated suicide attack on New York City subways, was sentenced to life in prison on Friday.'",The New York Times,"['Terrorism', 'Sentences (Criminal)', 'Subways']",News,https://www.nytimes.com/2012/11/17/nyregion/adis-medunjanin-convicted-of-subway-bomb-plot-gets-life-sentence.html,724.0
68,68,"b'Why can\xe2\x80\x99t women named Rice, yearning to be secretary of state, stop spinning?'",2012-11-17,Editorial,b'Is Rice Cooked?',nyt://article/1b2236bf-bfae-5a35-8d5a-7b5bda9b1f6d,"['Benghazi (Libya)', 'Libya']",Opinion,"b'Why can\xe2\x80\x99t women named Rice, yearning to be secretary of state, stop spinning?'",The New York Times,"['Diplomatic Service, Embassies and Consulates', 'United States International Relations', 'United States Politics and Government', 'Terrorism', 'Benghazi Attack (2012)']",Op-Ed,https://www.nytimes.com/2012/11/18/opinion/sunday/dowd-is-rice-cooked.html,844.0
20,20,b'Efforts to turn bomb fuel into civilian reactor fuel are dogged by security concerns.',2012-11-19,,b'A Rough Road from Swords to Ploughshares',nyt://article/af04b8e9-aea5-5f7f-9af8-e2b19fbf9b79,[],Science,b'Efforts to turn bomb fuel into civilian reactor fuel are dogged by security concerns.',The New York Times,"['Bombs and Explosives', 'Mixed Oxide (Mox) Fuel', 'Nuclear Energy', 'Plutonium', 'Radiation', 'Regulation and Deregulation of Industry', 'Uranium']",News,https://green.blogs.nytimes.com/2012/11/19/a-rough-road-from-swords-to-ploughshares/,837.0
66,66,b'A look at an inflatable device that could save tunnels from flooding.',2012-11-19,Science,b'Protecting Tunnels Against Disaster',nyt://video/b4a59a73-38bd-5c63-9949-0c0981e5c6d5,[],Science,b'A look at an inflatable device that could save tunnels from flooding.',The New York Times,"['Bridges and Tunnels', 'Hurricanes and Tropical Storms', 'Terrorism', 'Transit Systems', 'Railroads']",Video,https://www.nytimes.com/video/science/100000001913127/protecting-tunnels-against-disaster.html,0.0
65,65,"b'Senator Dianne Feinstein, the chairwoman of the Intelligence Committee, said that she would investigate why the original determination of terrorism in the Benghazi attack had been changed.'",2012-11-19,National,b'Senate Committee to Investigate Benghazi \xe2\x80\x98Talking Points\xe2\x80\x99',nyt://article/78fccb14-4d3c-5981-bde5-1bb21b9eafd3,"['Benghazi (Libya)', 'Libya']",U.S.,"b'Senator Dianne Feinstein, the chairwoman of the Intelligence Committee, said that she would investigate why the original determination of terrorism in the Benghazi attack had been changed.'",The New York Times,"['Diplomatic Service, Embassies and Consulates', 'United States International Relations', 'United States Politics and Government', 'Terrorism', 'Benghazi Attack (2012)']",News,https://www.nytimes.com/2012/11/19/us/politics/feinstein-to-investigate-benghazi-talking-points.html,538.0
38,38,"b'The men sought to join Al Qaeda and the Taliban and travel to Afghanistan to kill American troops, federal authorities said.'",2012-11-20,National,b'Four Men Accused of Plotting to Join Terrorism Groups',nyt://article/e4001f15-2d90-53fe-8e72-2f23836ee61e,['California'],U.S.,"b'The men sought to join Al Qaeda and the Taliban and travel to Afghanistan to kill American troops, federal authorities said.'",The New York Times,['Terrorism'],News,https://www.nytimes.com/2012/11/21/us/4-california-men-accused-in-terrorism-plot.html,383.0
67,67,"b'The C.I.A. needs a director who will reject failed counterterrorism policies, not continue them.'",2012-11-20,OpEd,b'The Wrong Man for the C.I.A.',nyt://article/09de0cf4-335d-5339-b7d4-0091ee19212f,['Yemen'],Opinion,"b'The C.I.A. needs a director who will reject failed counterterrorism policies, not continue them.'",The New York Times,"['Civilian Casualties', 'Drones (Pilotless Planes)', 'Targeted Killings', 'Terrorism']",Op-Ed,https://www.nytimes.com/2012/11/20/opinion/john-brennan-is-the-wrong-man-for-the-cia.html,821.0
64,64,"b'The agency says its mission remains unchanged, but a Republican critic welcomes the move as a waste-cutting measure.'",2012-11-20,,b'C.I.A. Closes Its Climate Change Office',nyt://article/218ace94-ccf3-5e62-8a42-d7d002d94c66,['United States'],Science,"b'The agency says its mission remains unchanged, but a Republican critic welcomes the move as a waste-cutting measure.'",The New York Times,"['Global Warming', 'Security and Warning Systems', 'Terrorism', 'United States Politics and Government']",News,https://green.blogs.nytimes.com/2012/11/20/c-i-a-closes-its-climate-change-office/,331.0
60,60,b'The execution of the lone surviving gunman from the 2008 terror attacks in Mumbai was welcomed by survivors.',2012-11-21,,b'What They Said: Families of Mumbai Terror Victims React to Gunman\xe2\x80\x99s Execution',nyt://article/77166119-6891-53ed-803f-fff6874d2463,['Mumbai (India)'],World,b'The execution of the lone surviving gunman from the 2008 terror attacks in Mumbai was welcomed by survivors.',The New York Times,['Terrorism'],News,https://india.blogs.nytimes.com/2012/11/21/what-they-said-families-of-2611-victims-react-to-kasabs-execution/,73.0
57,57,b'Republicans won\xe2\x80\x99t give up on the idea that the White House covered up the truth.',2012-11-21,,b'The Benghazi Conspiracy',nyt://article/32a8d357-9aa0-5d54-91f5-f5395a632151,[],Opinion,b'Republicans won\xe2\x80\x99t give up on the idea that the White House covered up the truth.',The New York Times,['Terrorism'],News,https://takingnote.blogs.nytimes.com/2012/11/21/the-benghazi-conspiracy/,344.0
63,63,"b'The surprise execution of Ajmal Kasab, a gunman in the 2008 attacks that left 166 people dead, was unlikely to derail improving ties, analysts in both India and Pakistan said.'",2012-11-21,Foreign,b'India Executes Pakistani Gunman Involved in 2008 Attacks on Mumbai',nyt://article/c3358a40-15ec-5301-99cf-c17f789b1a22,"['India', 'Pakistan', 'Mumbai (India)']",World,"b'The surprise execution of Ajmal Kasab, a gunman in the 2008 attacks that left 166 people dead, was unlikely to derail improving ties, analysts in both India and Pakistan said.'",The New York Times,"['Terrorism', 'Capital Punishment', 'Murders and Attempted Murders']",News,https://www.nytimes.com/2012/11/22/world/asia/india-hangs-only-surviving-mumbai-attacker.html,850.0
62,62,b'Indian politicians and lawmakers on the hanging of the Pakistani gunman behind the Mumbai 2008 attacks.',2012-11-21,,b'What They Said: Indian Politicians on Ajmal Kasab\xe2\x80\x99s Execution',nyt://article/1b0dbc16-8777-5d99-93b0-0eaa3db59793,"['Mumbai (India)', 'Pakistan']",World,b'Indian politicians and lawmakers on the hanging of the Pakistani gunman behind the Mumbai 2008 attacks.',The New York Times,"['Law and Legislation', 'Terrorism']",News,https://india.blogs.nytimes.com/2012/11/21/what-they-said-ajmal-kasabs-execution/,610.0
61,61,b'A series of suicide bomb attacks on Pakistani Shiites as they observed a major religious holiday killed at least 26 people and wounded dozens.',2012-11-22,Foreign,b'Day of Suicide Attacks Heightens Fears in Pakistan',nyt://article/f4a96ec3-a129-55c7-9889-62c4809b4a0c,"['Pakistan', 'Rawalpindi (Pakistan)', 'Karachi (Pakistan)']",World,b'A series of suicide bomb attacks on Pakistani Shiites as they observed a major religious holiday killed at least 26 people and wounded dozens.',The New York Times,"['Shiite Muslims', 'Bombs and Explosives', 'Terrorism', 'Muslims and Islam']",News,https://www.nytimes.com/2012/11/22/world/asia/bombers-attack-shiites-in-pakistan.html,439.0
58,58,"b'A bomb went off on a passenger bus on Tuesday, injuring more than 20 people in the heart of Tel Aviv. The blast reminded residents of the fears felt after the second Palestinian uprising.'",2012-11-22,Foreign,b'Explosion Deepens Old Fears',nyt://video/73418475-a81c-5d04-9fba-dc3492ee74ae,"['Israel', 'Gaza Strip']",World,"b'A bomb went off on a passenger bus on Tuesday, injuring more than 20 people in the heart of Tel Aviv. The blast reminded residents of the fears felt after the second Palestinian uprising.'",The New York Times,['Terrorism'],Video,https://www.nytimes.com/video/world/middleeast/100000001917812/explosion-deepens-old-fears.html,0.0
56,56,"b'An Arab with Israeli citizenship and several West Bank Palestinians have been arrested on suspicion of carrying out the bus bombing in Tel Aviv on Wednesday, according to security officials.'",2012-11-22,Foreign,"b'Police Arrest Suspects in Tel Aviv Bus Blast, Including Israeli Citizen'",nyt://article/c588d6f7-918a-5e5e-a58e-205c977e39bc,"['Israel', 'Tel Aviv (Israel)']",World,"b'An Arab with Israeli citizenship and several West Bank Palestinians have been arrested on suspicion of carrying out the bus bombing in Tel Aviv on Wednesday, according to security officials.'",The New York Times,"['Palestinians', 'Terrorism', 'Buses', 'Police']",News,https://www.nytimes.com/2012/11/23/world/middleeast/police-arrest-suspects-in-tel-aviv-bus-blast-including-israeli-citizen.html,415.0
59,59,"b'Jewish leaders have been angered by moves to improve ties with Iran, accused of shielding people who prosecutors in Argentina say authorized a 1994 attack on a community center in Buenos Aires.'",2012-11-23,Foreign,b'Reopening an 18-Year-Old Wound in Argentina',nyt://article/06745d91-f5fb-55c3-978e-6a06e2a38993,"['ARGENTINA', 'Iran']",World,"b'Jewish leaders have been angered by moves to improve ties with Iran, accused of shielding people who prosecutors in Argentina say authorized a 1994 attack on a community center in Buenos Aires.'",The New York Times,"['International Relations', 'Jews and Judaism', 'Terrorism', 'ANTI-SEMITISM']",News,https://www.nytimes.com/2012/11/23/world/americas/move-to-improve-relations-with-iran-angers-jews-in-argentina.html,1031.0
55,55,"b'The attack, which killed three people and wounded 90 others in Maidan Shahr, in Wardak Province, was the first such strike on that city, residents said.'",2012-11-23,Foreign,b'Suicide Bomber Devastates a Government Hub in Afghanistan',nyt://article/d83ace62-0e69-5bd2-b097-89a7aedf2714,"['Wardak (Afghanistan)', 'AFGHANISTAN']",World,"b'The attack, which killed three people and wounded 90 others in Maidan Shahr, in Wardak Province, was the first such strike on that city, residents said.'",The New York Times,"['Terrorism', 'Afghanistan War (2001- )']",News,https://www.nytimes.com/2012/11/24/world/asia/suicide-bomber-kills-3-in-afghanistan.html,601.0
54,54,"b'Anti-Shiite violence in Pakistan is on the rise, thanks to the government\xe2\x80\x99s half-hearted efforts to tackle sectarian militants.'",2012-11-23,,b'The Plight of Pakistan\xe2\x80\x99s Shiites',nyt://article/72d5f7f2-6dd8-56bd-a988-ba3f3e1b2b99,['Pakistan'],Opinion,"b'Anti-Shiite violence in Pakistan is on the rise, thanks to the government\xe2\x80\x99s half-hearted efforts to tackle sectarian militants.'",The New York Times,"['Freedom of Religion', 'Muslims and Islam', 'Shiite Muslims', 'Terrorism']",News,https://latitude.blogs.nytimes.com/2012/11/23/the-plight-of-pakistans-shiites/,615.0
53,53,"b'A judge said three Malian men who agreed to ship drugs to support Al Qaeda were motivated by money, prompting speculation about the impact on similar cases.'",2012-11-23,Metro,"b'Citing Terror Defendants\xe2\x80\x99 Motivation, Judge Shows Sentencing Leniency'",nyt://article/e8e3756f-2a0d-5c80-bfb8-c34fbb16cc5e,"['United States', 'Mali']",New York,"b'A judge said three Malian men who agreed to ship drugs to support Al Qaeda were motivated by money, prompting speculation about the impact on similar cases.'",The New York Times,"['Terrorism', 'Drug Abuse and Traffic', 'Sentences (Criminal)']",News,https://www.nytimes.com/2012/11/23/nyregion/judges-ruling-in-qaeda-terror-case-open-ideology-debate.html,1256.0
51,51,b'Indian experts discuss the low rates of conviction and execution for terrorism.',2012-11-23,,b'Why Are Few Terrorists Executed in India?',nyt://article/3c0d8c69-1553-5f6b-9f85-0cc2d0f2348c,"['India', 'Punjab (Pakistan)']",World,b'Indian experts discuss the low rates of conviction and execution for terrorism.',The New York Times,['Terrorism'],News,https://india.blogs.nytimes.com/2012/11/22/why-are-few-terrorists-executed-in-india/,1173.0
52,52,b'Militants targeted a procession of Shiite Muslims in a small town near a restive tribal region as the government struggled to control sectarian violence.',2012-11-24,Foreign,b'Roadside Bomb Kills at Least 7 in Pakistan',nyt://article/5f53686d-a5b9-5636-a41b-44c6a440e126,['Pakistan'],World,b'Militants targeted a procession of Shiite Muslims in a small town near a restive tribal region as the government struggled to control sectarian violence.',The New York Times,"['Terrorism', 'Shiite Muslims', 'Sunni Muslims']",News,https://www.nytimes.com/2012/11/25/world/asia/roadside-bomb-kills-at-least-7-in-pakistan.html,372.0
75,75,"b'The eight days of fighting between Hamas and Israel have left more than 160 people dead, and have dimmed hopes for reviving an already-moribund peace process.'",2012-11-24,Foreign,"b'On This, 2 Sides Agree: Fighting Hardened Positions'",nyt://article/94a70414-72f2-5603-a0cc-8815ce379a76,"['Israel', 'Gaza Strip']",World,"b'The eight days of fighting between Hamas and Israel have left more than 160 people dead, and have dimmed hopes for reviving an already-moribund peace process.'",The New York Times,"['International Relations', 'Defense and Military Forces', 'Palestinians']",News Analysis,https://www.nytimes.com/2012/11/25/world/middleeast/israel-and-hamas-are-united-in-seeing-scant-value-in-compromise.html,1225.0
21,21,"b'Terrorism defense lawyers must navigate government clearances, secret intelligence and, frequently, Middle Eastern languages and customs.'",2012-11-26,Metro,b'Terrorism Law Is a Niche for a Deepening Pool of Defenders in New York',nyt://article/29e18f3a-ada5-5f08-9f68-c76e23617fd8,"['Middle East', 'New York City']",New York,"b'Terrorism defense lawyers must navigate government clearances, secret intelligence and, frequently, Middle Eastern languages and customs.'",The New York Times,"['Legal Profession', 'Public Defenders and Court-Appointed Lawyers (Criminal)', 'Terrorism']",News,https://www.nytimes.com/2012/11/26/nyregion/expertise-in-terror-law-is-a-growing-niche-in-new-york.html,1254.0
48,48,"b'Mumbai is still vulnerable to attacks from the sea and anti-terrorism initiatives have not been fully implemented, the media says.'",2012-11-26,,"b'Newswallah: Looking Back at November 26, 2008'",nyt://article/01abbda0-4f0a-5854-9353-7061e113a848,['Mumbai (India)'],World,"b'Mumbai is still vulnerable to attacks from the sea and anti-terrorism initiatives have not been fully implemented, the media says.'",The New York Times,"['Capital Punishment', 'Hotels and Travel Lodgings', 'Stations and Terminals (Passenger)', 'Terrorism']",News,https://india.blogs.nytimes.com/2012/11/26/newswallah-looking-back-at-november-26-2008/,561.0
50,50,"b'Three Senate Republicans signaled that they would still oppose Susan E. Rice, the ambassador to the United Nations, if she is nominated for secretary of state.'",2012-11-27,National,b'Rice Concedes Error on Libya; G.O.P. Digs In',nyt://article/b034d8a2-2efa-5c84-be24-5e6a714ffa83,"['Benghazi (Libya)', 'Libya']",U.S.,"b'Three Senate Republicans signaled that they would still oppose Susan E. Rice, the ambassador to the United Nations, if she is nominated for secretary of state.'",The New York Times,"['Diplomatic Service, Embassies and Consulates', 'Terrorism', 'United States International Relations', 'Benghazi Attack (2012)']",News,https://www.nytimes.com/2012/11/28/us/politics/after-benghazi-meeting-3-republicans-say-concerns-grow-over-rice.html,1131.0
49,49,"b'Once derided now extolled, the former defense minister Amir Peretz is also the man behind Israel\xe2\x80\x99s antirocket shield.'",2012-11-27,,b'The Iron Man',nyt://article/20af43bd-638e-5505-9feb-5722aa806d2e,"['Gaza Strip', 'Israel']",Opinion,"b'Once derided now extolled, the former defense minister Amir Peretz is also the man behind Israel\xe2\x80\x99s antirocket shield.'",The New York Times,"['Defense and Military Forces', 'Terrorism']",News,https://latitude.blogs.nytimes.com/2012/11/27/kudos-at-last-for-amir-peretz-israels-former-defense-minister/,653.0
45,45,"b'Senator Susan Collins of Maine, expressed doubts on Wednesday over the Obama administration\xe2\x80\x99s handling of the attack in Libya, further clouding Susan E. Rice\xe2\x80\x99s prospects as secretary of state.'",2012-11-28,National,"b'Obama Calls Rice \xe2\x80\x98Extraordinary,\xe2\x80\x99 as Another Republican Voices Concerns'",nyt://article/9d25490f-e580-5e3a-b444-a9aeb725dae8,"['Benghazi (Libya)', 'Libya']",U.S.,"b'Senator Susan Collins of Maine, expressed doubts on Wednesday over the Obama administration\xe2\x80\x99s handling of the attack in Libya, further clouding Susan E. Rice\xe2\x80\x99s prospects as secretary of state.'",The New York Times,"['APPOINTMENTS AND EXECUTIVE CHANGES', 'Benghazi Attack (2012)', 'Terrorism', 'United States International Relations']",News,https://thecaucus.blogs.nytimes.com/2012/11/28/another-key-republican-senator-expresses-concern-over-rice/,585.0
47,47,"b'Three car bombs struck outside Shiite mosques on Tuesday, killing at least 20 people and wounding more than 50.'",2012-11-28,Foreign,b'Baghdad Bombings Kill Worshipers',nyt://article/16d936ab-7036-5f32-9c1f-b0f78835d4fe,['Iraq'],World,"b'Three car bombs struck outside Shiite mosques on Tuesday, killing at least 20 people and wounding more than 50.'",The New York Times,"['Terrorism', 'Bombs and Explosives']",Brief,https://www.nytimes.com/2012/11/28/world/middleeast/baghdad-bombings-kill-worshipers.html,122.0
46,46,"b'Attacks across the country left 32 dead in Hilla and killed 16 more in Karbala, Falluja, Mosul and Baghdad.'",2012-11-29,Foreign,b'Bombings in Iraq Kill at Least 48',nyt://article/9cb5a971-c50b-52f9-b586-a6f046c4b2fd,['Iraq'],World,"b'Attacks across the country left 32 dead in Hilla and killed 16 more in Karbala, Falluja, Mosul and Baghdad.'",The New York Times,"['Shiite Muslims', 'Civilian Casualties', 'Terrorism', 'Bombs and Explosives']",News,https://www.nytimes.com/2012/11/30/world/middleeast/bombings-in-iraq-kill-at-least-48.html,451.0
44,44,"b'Maulvi Nazir was wounded in a suicide attack that killed six other people on Thursday, Pakistani officials said.'",2012-11-29,Foreign,b'Prominent Taliban Commander Said to Have Been Wounded in Pakistan Bombing',nyt://article/ddd6f7d3-4126-538d-ae4d-49a4f227e268,['Pakistan'],World,"b'Maulvi Nazir was wounded in a suicide attack that killed six other people on Thursday, Pakistani officials said.'",The New York Times,['Terrorism'],News,https://www.nytimes.com/2012/11/30/world/asia/prominent-taliban-warlord-said-to-have-been-wounded-in-pakistan-bombing.html,512.0
95,95,b'The people of coup-prone Mauritania welcome their almost-assassinated president back from convalescence \xe2\x80\x94 but hope he\xe2\x80\x99ll somehow leave power.',2012-11-29,,b'A Coup-Less Coup For Mauritania?',nyt://article/63a278c2-db3c-5388-ae31-9c83004ea73d,"['France', 'Mauritania', 'Paris (France)', 'Sahara Desert']",Opinion,b'The people of coup-prone Mauritania welcome their almost-assassinated president back from convalescence \xe2\x80\x94 but hope he\xe2\x80\x99ll somehow leave power.',The New York Times,"['Foreign Investments', 'Muslims and Islam']",News,https://latitude.blogs.nytimes.com/2012/11/29/a-coup-less-coup-for-mauritania/,863.0
43,43,"b'The Obama administration needs to write antiterror guidelines, and the world should see them.'",2012-11-30,Editorial,b'Rules for Targeted Killing',nyt://article/14076e34-904f-5507-82d3-5f57314aa3df,[],Opinion,"b'The Obama administration needs to write antiterror guidelines, and the world should see them.'",The New York Times,"['Targeted Killings', 'United States Politics and Government', 'Terrorism', 'Editorials', 'Drones (Pilotless Planes)']",Editorial,https://www.nytimes.com/2012/11/30/opinion/rules-for-targeted-killing.html,611.0
42,42,b'Senators voted to prohibit the government from imprisoning American citizens and green card holders apprehended in the United States in indefinite detention without trial.',2012-11-30,National,b'Senate Votes to Curb Indefinite Detention',nyt://article/b3f3d483-c088-5d55-89b0-a9847327aa00,[],U.S.,b'Senators voted to prohibit the government from imprisoning American citizens and green card holders apprehended in the United States in indefinite detention without trial.',The New York Times,"['Detainees', 'Civil Rights and Liberties', 'Law and Legislation', 'Terrorism']",News,https://www.nytimes.com/2012/12/01/us/politics/senate-votes-to-curb-indefinite-detentions.html,672.0
41,41,"b'When the war against Al Qaeda winds down, the responsibility for mopping up scattered remnants of the group will likely fall to United States law enforcement and intelligence agencies.'",2012-12-01,National,b'Pentagon Counsel Speaks of Post-Qaeda Challenges',nyt://article/a05a6a61-fe35-5324-93e7-a52d7dc25f7d,[],U.S.,"b'When the war against Al Qaeda winds down, the responsibility for mopping up scattered remnants of the group will likely fall to United States law enforcement and intelligence agencies.'",The New York Times,"['Espionage and Intelligence Services', 'Terrorism', 'United States International Relations']",News,https://www.nytimes.com/2012/12/01/us/politics/pentagon-counsel-looks-ahead-to-post-qaeda-legal-challenges.html,409.0
40,40,"b'Disguised in coalition military uniforms, the Taliban fighters  started a two-hour gun battle that killed nine insurgents, four Afghan guards and at least four civilians.'",2012-12-02,Foreign,b'Attackers at U.S.-Afghan Base Wore Coalition Uniforms',nyt://article/7d780afb-63fd-552d-a789-c8d28f3a74d8,['Jalalabad (Afghanistan)'],World,"b'Disguised in coalition military uniforms, the Taliban fighters  started a two-hour gun battle that killed nine insurgents, four Afghan guards and at least four civilians.'",The New York Times,"['Afghanistan War (2001- )', 'Military Bases and Installations', 'Terrorism']",News,https://www.nytimes.com/2012/12/03/world/asia/taliban-bombers-attack-air-base-in-afghanistan.html,555.0
39,39,b'A technology used by the Arab Spring protesters in their drive for a new order in the region is now under attack over aiding and abetting terrorist organizations.',2012-12-02,,b'Disruptions: Silencing the Voices of Militants on Twitter',nyt://article/b00d72cf-de59-5e62-b28b-e794d81cfbe8,['Israel'],Technology,b'A technology used by the Arab Spring protesters in their drive for a new order in the region is now under attack over aiding and abetting terrorist organizations.',The New York Times,"['Civil Rights and Liberties', 'First Amendment (US Constitution)', 'Freedom of Speech and Expression', 'Social Networking (Internet)', 'Terrorism']",News,https://bits.blogs.nytimes.com/2012/12/02/disruptions-silencing-the-voices-of-militants-on-twitter/,628.0
37,37,"b'A Qaeda affiliate is operating terrorist training camps in northern Mali and using momentum there to recruit across sub-Saharan Africa, the Middle East and Europe, Gen. Carter F. Ham said.'",2012-12-04,Foreign,b'American Commander Details Al Qaeda\xe2\x80\x99s Strength in Mali',nyt://article/57748396-8cfc-55e3-8178-74772236ecbc,"['Mali', 'Nigeria']",World,"b'A Qaeda affiliate is operating terrorist training camps in northern Mali and using momentum there to recruit across sub-Saharan Africa, the Middle East and Europe, Gen. Carter F. Ham said.'",The New York Times,"['Defense and Military Forces', 'Terrorism', 'United States Defense and Military Forces']",News,https://www.nytimes.com/2012/12/04/world/africa/top-american-commander-in-africa-warns-of-al-qaeda-influence-in-mali.html,835.0
36,36,"b'The former aide, Jamal Ahmed al-Fadl, pleaded guilty in 1997, was placed under witness protection and was to be sentenced after his cooperation in the investigation of Al Qaeda.'",2012-12-05,Metro,"b'Ex-Aide to Bin Laden, Vital Witness for U.S., Seeks Sentence'",nyt://article/b81b8c43-20a1-5fdd-a387-fe52757f980f,"['United States', 'Sudan']",New York,"b'The former aide, Jamal Ahmed al-Fadl, pleaded guilty in 1997, was placed under witness protection and was to be sentenced after his cooperation in the investigation of Al Qaeda.'",The New York Times,"['United States International Relations', 'Terrorism', 'Witnesses']",News,https://www.nytimes.com/2012/12/05/nyregion/ex-bin-laden-aide-vital-witness-for-us-seeks-sentence.html,606.0
35,35,b'A well-known crime figure was shot dead in Dublin this week in the latest gangland killing to afflict the Irish capital. Police are linking the murder to an underworld war involving dissident Republican militants.',2012-12-05,,b'Drugs and Politics Stoke Ireland Gang War',nyt://article/f56eed3b-ed65-5f4d-a906-af6f229c15bf,"['Dublin (Ireland)', 'Northern Ireland']",World,b'A well-known crime figure was shot dead in Dublin this week in the latest gangland killing to afflict the Irish capital. Police are linking the murder to an underworld war involving dissident Republican militants.',The New York Times,"['Extortion and Blackmail', 'Terrorism']",News,https://rendezvous.blogs.nytimes.com/2012/12/05/drugs-and-politics-stoke-ireland-gang-war/,590.0
34,34,"b'Ahmed Ferhani, who pleaded guilty to 10 charges on Tuesday, was arrested in Manhattan with another man, Mohamed Mamdouh.'",2012-12-05,Metro,b'Queens Man Pleads Guilty in Plot to Blow Up Manhattan Synagogue',nyt://article/9d93cd0d-e66c-5166-b97b-638cb7fd23c5,"['New York City', 'New York State', 'Manhattan (NYC)']",New York,"b'Ahmed Ferhani, who pleaded guilty to 10 charges on Tuesday, was arrested in Manhattan with another man, Mohamed Mamdouh.'",The New York Times,"['Synagogues', 'Terrorism']",News,https://www.nytimes.com/2012/12/05/nyregion/ahmed-ferhani-pleads-guilty-in-plot-to-blow-up-synagogue.html,645.0
29,29,b'Pushing for greater transparency in the Obama administration.',2012-12-07,,b'An Appeal to President Obama\xe2\x80\x99s Better Side',nyt://article/25a5f0f7-1306-570d-a94c-0e54caad075e,[],Opinion,b'Pushing for greater transparency in the Obama administration.',The New York Times,"['Drones (Pilotless Planes)', 'Terrorism']",News,https://takingnote.blogs.nytimes.com/2012/12/07/an-appeal-to-president-obamas-better-side/,815.0
32,32,b'Afghan government officials do not worry so much about the wrath of constituents as about being assassinated by the Taliban.',2012-12-08,Foreign,"b'For Afghan Officials, Facing Prospect of Death Is in the Job Description'",nyt://article/5f97a737-9d6b-5e85-941f-b27102e5dd52,['AFGHANISTAN'],World,b'Afghan government officials do not worry so much about the wrath of constituents as about being assassinated by the Taliban.',The New York Times,"['Police', 'Governors (US)', 'Afghanistan War (2001- )', 'Assassinations and Attempted Assassinations', 'Terrorism']",News,https://www.nytimes.com/2012/12/09/world/asia/for-afghan-officials-prospect-of-death-comes-with-territory.html,1170.0
33,33,"b'President Obama has strongly defended Susan E. Rice, the ambassador to the United Nations, but it is not yet clear if he will nominate her for secretary of state.'",2012-12-08,National,b'Rice in Limbo as Nomination Remains Uncertain',nyt://article/010ba382-7a9a-531f-8c3f-1daf1d65eaf1,"['Benghazi (Libya)', 'Libya']",U.S.,"b'President Obama has strongly defended Susan E. Rice, the ambassador to the United Nations, but it is not yet clear if he will nominate her for secretary of state.'",The New York Times,"['Diplomatic Service, Embassies and Consulates', 'United States International Relations', 'United States Politics and Government', 'Terrorism', 'Benghazi Attack (2012)']",News,https://www.nytimes.com/2012/12/08/us/politics/awkward-limbo-for-rice-as-criticism-rages.html,1231.0
31,31,"b'The Afghan president says that the suicide bomber who staged the attack came from Pakistan, with the help of a sophisticated foreign intelligence service.'",2012-12-08,Foreign,b'Karzai Implicates Pakistan in Suicide Bombing That Hurt Afghan Spy Chief',nyt://article/8a405a0e-3696-5910-ba61-bcdecc6bf308,"['AFGHANISTAN', 'Pakistan']",World,"b'The Afghan president says that the suicide bomber who staged the attack came from Pakistan, with the help of a sophisticated foreign intelligence service.'",The New York Times,"['Espionage and Intelligence Services', 'Terrorism', 'Assassinations and Attempted Assassinations', 'Afghanistan War (2001- )']",News,https://www.nytimes.com/2012/12/09/world/asia/karzai-implicates-pakistan-in-attack-on-afghan-spy-chief.html,641.0
30,30,"b'The United States faces a challenge, as some of the best fighters in an uprising that it wants to support belong to a group that it considers a terrorist organization.'",2012-12-09,Foreign,b'Syrian Rebels Tied to Al Qaeda Play Key Role in War',nyt://article/a4bb816e-b89a-5532-a045-46dda83eb73f,"['Iraq', 'Syria']",World,"b'The United States faces a challenge, as some of the best fighters in an uprising that it wants to support belong to a group that it considers a terrorist organization.'",The New York Times,"['Defense and Military Forces', 'Middle East and North Africa Unrest (2010- )', 'United States International Relations', 'Blacklisting', 'Terrorism']",News,https://www.nytimes.com/2012/12/09/world/middleeast/syrian-rebels-tied-to-al-qaeda-play-key-role-in-war.html,1470.0
28,28,"b'Najia Sediqi, the acting head of women\xe2\x80\x99s affairs in Laghman Province, was the second woman in that post to be killed in less than six months.'",2012-12-10,Foreign,b'Afghan Women\xe2\x80\x99s Affairs Aide Shot Months After Killing of Predecessor',nyt://article/ad4e63b0-73ce-5296-a504-f99fcc49661d,['AFGHANISTAN'],World,"b'Najia Sediqi, the acting head of women\xe2\x80\x99s affairs in Laghman Province, was the second woman in that post to be killed in less than six months.'",The New York Times,"['Women and Girls', 'Afghanistan War (2001- )', 'Assassinations and Attempted Assassinations', 'Terrorism', ""Women's Rights""]",News,https://www.nytimes.com/2012/12/11/world/asia/gunmen-assassinate-afghan-womens-affairs-official.html,417.0
